epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9292476177215576,9.999999747378752e-06,0.46908819675445557,0.8461538553237915,0.6156699657440186
1,0.9357249736785889,9.999999747378752e-06,0.454283744096756,0.8414918184280396,0.6182842254638672
2,0.9352266788482666,9.999999747378752e-06,0.45732471346855164,0.8298368453979492,0.6166331171989441
3,0.9397110342979431,9.999999747378752e-06,0.4465332329273224,0.8648018836975098,0.5717124342918396
4,0.9427005648612976,9.999999747378752e-06,0.43296539783477783,0.8508158326148987,0.5918430685997009
5,0.9422022700309753,9.999999747378752e-06,0.4396214187145233,0.881118893623352,0.5610834360122681
6,0.9566517472267151,9.999999747378752e-06,0.42552122473716736,0.8741258978843689,0.5619025230407715
7,0.9586447477340698,9.999999747378752e-06,0.408363401889801,0.883449912071228,0.5433217883110046
