epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8545092344284058,1.9999999494757503e-05,0.6445251107215881,0.7762237787246704,0.7308244109153748
1,0.864474356174469,1.9999999494757503e-05,0.6050597429275513,0.7832167744636536,0.702061653137207
2,0.8858993649482727,1.9999999494757503e-05,0.5579548478126526,0.7855477929115295,0.7148073315620422
3,0.8918784260749817,1.9999999494757503e-05,0.5478350520133972,0.7925407886505127,0.6946585178375244
4,0.9023417830467224,1.9999999494757503e-05,0.5260694622993469,0.8018648028373718,0.6929072737693787
5,0.9003487825393677,1.9999999494757503e-05,0.5132118463516235,0.8205128312110901,0.661761462688446
6,0.9138016700744629,1.9999999494757503e-05,0.49967411160469055,0.8251748085021973,0.6446823477745056
7,0.9128051996231079,1.9999999494757503e-05,0.4950697124004364,0.8344988226890564,0.6367852687835693
